idx,hybrid,set,premise,hypothesis,genre,label_true,label_pred,source,avg_conf,deb_preds,tokens,cost_usd
296,v5_ensemble_gate,matched,Standard screens may not perform as well in these patient subgroups that may represent a considerable part of the ED population.,Standard screens will be better than average in these subgroups of patients.,government,contradiction,contradiction,ensemble,0.999099592367808,contradiction|contradiction|contradiction,0,0.0
297,v5_ensemble_gate,matched,"Even if the entire unified surplus were saved, GDP per capita would fall somewhat short of the U.S. historical average of doubling every 35 years.","The entire unified surplus being saved assumed, GDP would fall short of the U.S historical average.",government,entailment,entailment,api,0.9746538798014324,neutral|entailment|entailment,308,0.0028250000000000003
298,v5_ensemble_gate,matched,eligible individuals and the rules that apply if a state does not substantially enforce the statutory requirements.,The rules are followed to the letter.,government,neutral,neutral,ensemble,0.955657720565796,neutral|neutral|neutral,0,0.0
299,v5_ensemble_gate,matched,Albino Alligator (Miramax).,Albino alligators are very rare in wild.,slate,neutral,neutral,ensemble,0.9986741344134012,neutral|neutral|neutral,0,0.0
300,v5_ensemble_gate,matched,ECONOMETRIC MODEL -An equation or a set of related equations used to analyze economic data through mathematical and statistical techniques.,Economic models are not related to data,government,contradiction,contradiction,ensemble,0.9997742374738058,contradiction|contradiction|contradiction,0,0.0
301,v5_ensemble_gate,matched,Many users commented on the effectiveness of the new technology in promoting closer relationships among providers.,They were trying to upgrade their systems.,government,neutral,neutral,ensemble,0.9994751413663228,neutral|neutral|neutral,0,0.0
302,v5_ensemble_gate,matched,Where lies the real Japan?,The real Japan can be found.,travel,neutral,neutral,api,0.9069735407829284,contradiction|neutral|entailment,268,0.002605
303,v5_ensemble_gate,matched,"On Menorca, search for more elusive prehistoric sites, or take the cliff paths of the northwest or south coasts.",There aren't any areas of historic interest on Menorca.,travel,contradiction,contradiction,ensemble,0.9997654557228088,contradiction|contradiction|contradiction,0,0.0
304,v5_ensemble_gate,matched,uh-huh well maybe well i've enjoyed talking to you okay bye-bye,I liked talking to you.,telephone,entailment,entailment,ensemble,0.9972662727038064,entailment|entailment|entailment,0,0.0
305,v5_ensemble_gate,matched,"He sat a short distance from them, his eyes on Jon.",He was far away looking at Jon.,fiction,contradiction,contradiction,api,0.9805919329325358,contradiction|entailment|contradiction,249,0.0011175
306,v5_ensemble_gate,matched,"As he stepped across the threshold, Tommy brought the picture down with terrific force on his head.",Tommy stepped across a threshold and put a picture down on his head.,fiction,entailment,entailment,ensemble,0.9978987177213032,entailment|entailment|entailment,0,0.0
307,v5_ensemble_gate,matched,Voluntariness of risks is evaluated.,Risks and their voluntary nature will be evaluated using strict guidelines.,government,neutral,neutral,ensemble,0.995377798875173,neutral|neutral|neutral,0,0.0
308,v5_ensemble_gate,matched,"In Roman times a temple to Jupiter stood here, followed in the fourth century by the first Christian church, Saint-Etienne.","Saint-Etienne, a Christian church, had a temple to Jupiter during Roman times.",travel,entailment,entailment,ensemble,0.9978081782658896,entailment|entailment|entailment,0,0.0
309,v5_ensemble_gate,matched,"Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.",Dunnes Stores is a popular place for tourists to shop.,travel,neutral,neutral,ensemble,0.9996036489804586,neutral|neutral|neutral,0,0.0
310,v5_ensemble_gate,matched,The family. ,The couple.,fiction,neutral,neutral,api,0.8334757486979166,contradiction|neutral|contradiction,267,0.002625
311,v5_ensemble_gate,matched,yeah well the uh NC double A tournament's going on right now and uh i haven't watched it this year because Louisville's out of it this year,I haven't watched the NCAA tournament this year.,telephone,entailment,entailment,ensemble,0.9899767835934956,entailment|entailment|entailment,0,0.0
312,v5_ensemble_gate,matched,"If there was a bit of Fuller in Leonardo, there was also a bit of Liberace in this theatrical, high-living dandy who favored brocade doublets and bad boys with pretty faces.",Leonardo's character was based on the lifestyle of Liberace.,slate,neutral,neutral,api,0.9277584354082744,entailment|neutral|neutral,302,0.00275
313,v5_ensemble_gate,matched,He caught his breath.,His breath would not come.,fiction,contradiction,contradiction,ensemble,0.989642322063446,contradiction|contradiction|contradiction,0,0.0
314,v5_ensemble_gate,matched,She buried his remains to spare her mother the gruesome sight.,The gruesome sight that her mother would have encountered was spared when she buried his remains.,slate,entailment,entailment,ensemble,0.9986242453257242,entailment|entailment|entailment,0,0.0
315,v5_ensemble_gate,matched,that's cool kind of like Pink Floyd or something uh yeah basketball's cool but football kind of after a while,"No, that's not interesting at all; I don't like basketball.",telephone,contradiction,contradiction,ensemble,0.999945362408956,contradiction|contradiction|contradiction,0,0.0
316,v5_ensemble_gate,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the current system reflects that diversity,government,entailment,entailment,ensemble,0.994408130645752,entailment|entailment|entailment,0,0.0
317,v5_ensemble_gate,matched,Companies that were foreign had to accept Indian financial participation and management.,Foreign companies had to take Indian money in order to operate their businesses.,travel,neutral,entailment,api,0.9758241971333822,entailment|entailment|neutral,268,0.0012625
318,v5_ensemble_gate,matched," ""The summons was only for Dave Hanson,"" Ser Perth said sternly as the three drew up to him.",The only one that had been invited was Dave Hanson.,fiction,entailment,entailment,ensemble,0.9940847158432008,entailment|entailment|entailment,0,0.0
319,v5_ensemble_gate,matched,"When a GAGAS attestation engagement is the basis for an auditor's subsequent report under the AICPA standards, it would be advantageous to users of the subsequent report for the auditor's report to include the information on compliance with laws and regulations and internal control that is required by GAGAS but not required by AICPA standards.",The report is required by GAGAS but not AICPA.,government,entailment,entailment,ensemble,0.952920377254486,entailment|entailment|entailment,0,0.0
320,v5_ensemble_gate,matched,'You've double-crossed me about four times in one afternoon.,I'm glad you aren't double crossing me anymore. ,fiction,contradiction,neutral,ensemble,0.9995351831118264,neutral|neutral|neutral,0,0.0
321,v5_ensemble_gate,matched,"An organization's activities, core processes, and resources must be aligned to support its mission and help it achieve its goals.","An organization is successful if its activities, resources, and goals align.",government,entailment,neutral,api,0.8986801306406657,neutral|entailment|entailment,314,0.002945
322,v5_ensemble_gate,matched,' She gets a little obsessive about her sauce.,She is very lazy with her sauce and couldn't care less what goes into it.,slate,contradiction,contradiction,ensemble,0.999932090441386,contradiction|contradiction|contradiction,0,0.0
323,v5_ensemble_gate,matched,This points to a final press-friendly quality of McCain' brilliant flattery.,This leads to a final press-friendly quality of McCain' brilliant flattery.,slate,entailment,entailment,ensemble,0.9967139363288878,entailment|entailment|entailment,0,0.0
324,v5_ensemble_gate,matched,"Blessed with preternatural gregariousness, good humor, and a love of attention, he's been tireless about pursuing both celebrity and the cause of popular history ever since.",He worked very hard to be the top-grossing star in the box office.,slate,neutral,neutral,ensemble,0.9989430904388428,neutral|neutral|neutral,0,0.0
325,v5_ensemble_gate,matched,"But if banks, airlines, and communications companies accept key recovery, the terrorists will risk potential exposure every time they do business with those institutions.","By accepting key recovery, companies will increase the risks that terrorists will have to deal with.",slate,entailment,entailment,ensemble,0.9937849839528402,entailment|entailment|entailment,0,0.0
326,v5_ensemble_gate,matched,"No, don't answer.",Please respond.,fiction,contradiction,contradiction,ensemble,0.9998651544253032,contradiction|contradiction|contradiction,0,0.0
327,v5_ensemble_gate,matched,Over their backs fell the cutting lashes of a whip.,They received many lashes with a whip.,fiction,entailment,entailment,ensemble,0.9913588166236876,entailment|entailment|entailment,0,0.0
328,v5_ensemble_gate,matched,"Deborah Pryce said Ohio Legal Services in Columbus will receive a $200,000 federal grant toward an online legal self-help center.","A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce, who could finally say it to the public.",government,neutral,neutral,ensemble,0.9986530343691508,neutral|neutral|neutral,0,0.0
329,v5_ensemble_gate,matched,'You've double-crossed me about four times in one afternoon.,I have to fire you because you won't stop crossing me. ,fiction,neutral,neutral,ensemble,0.9995922247568766,neutral|neutral|neutral,0,0.0
