idx,prompt,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
428,P2_zero_shot_def,matched,"As a counterweight to the Singapore Chinese, he would bring in the North Borneo states of Sabah and Sarawak, granting them special privileges for their indigenous populations and funds for the development of their backward economies.",The states of Sabah and Sarawak were granted special privileges for their indigenous populations.,travel,entailment,entailment,entailment,123,3,126,0.0003375
429,P2_zero_shot_def,matched,Court officials include the phone numbers of the local Legal Services office and county lawyer referral system on every summons.,Court officials include the phone numbers of legal aid departments because it will help those who can't afford to pay lawyers.,government,neutral,neutral,neutral,108,1,109,0.00028
430,P2_zero_shot_def,matched,A survey of surgeons working in an emergency department found that the most significant predictor of screening was the attending physicians' perception that their responsibilities included screening.,"If a physician believes they are responsible for screening, it is more likely to happen.",government,entailment,entailment,entailment,111,3,114,0.0003075
431,P2_zero_shot_def,matched,"Unfortunately, the magnet schools began the undoing of desegregation in Charlotte.","Thankful, the magnet schools started segregating people in Charlotte.",slate,contradiction,entailment,entailment,95,3,98,0.0002675
432,P2_zero_shot_def,matched,They managed to control much of the country for nearly a century before the Muslim leader Saladin (Salah-ad-Din) defeated them in 1187.,Saladin was a ferocious leader. ,travel,neutral,neutral,neutral,106,1,107,0.000275
433,P2_zero_shot_def,matched,"Two, most other productive operations are easier to study and understand, since few firms have 40,000 locations and a large proportion of their workforce working outdoors.",The productivity of the operations is directly related to the workforce that's based outdoors.,government,neutral,neutral,neutral,112,1,113,0.00029
434,P2_zero_shot_def,matched,well this is real interesting that you're as far away as you are because i really thought this was uh uh we're,i'm surprised by how far away you are,telephone,entailment,entailment,entailment,97,3,100,0.0002725
435,P2_zero_shot_def,matched,"Look here, you've been asking me a lot of questions.","Look here, you have been posing a lot of questions at me.",fiction,entailment,entailment,entailment,91,3,94,0.0002575
436,P2_zero_shot_def,matched,"Several of the individuals and organizations that we contacted also suggested that agencies move to a more consistent organization, content, and presentation of information to allow for a more common look and feel to agencies' ITbased public participation mechanisms in rulemaking.",Some organizations said that agencies should have more consistent organization.,government,entailment,entailment,entailment,123,3,126,0.0003375
437,P2_zero_shot_def,matched,yep and then i had probably lived the last eleven years in Massachusetts so you know what does that make me an honorary Yankee or,I've lived the last 11 years in Massachusetts so I'm basically and honorary Yankee.,telephone,entailment,entailment,entailment,107,3,110,0.0002975
438,P2_zero_shot_def,matched,"June 21, 1995, provides the specific requirements for assessing and reporting on controls.",There are no specific requirements for assessment.,government,contradiction,contradiction,contradiction,92,3,95,0.00026
439,P2_zero_shot_def,matched,A lot of people rely on their local government for protection.,The government provides protection to many people.,government,entailment,entailment,entailment,85,3,88,0.0002424999999999
440,P2_zero_shot_def,matched,Kill chickens.,Do not touch the chickens.,slate,contradiction,contradiction,contradiction,74,3,77,0.000215
441,P2_zero_shot_def,matched,Is there adequate information for judging generalizability?,Output information is way too much generalized.,government,neutral,neutral,neutral,83,1,84,0.0002175
442,P2_zero_shot_def,matched,"If the face has been getting longer at the bottom over the generations, it has been getting shorter (and broader) on top.",The face gets longer and thinner at the bottom throughout the generations.,slate,neutral,contradiction,contradiction,104,3,107,0.00029
443,P2_zero_shot_def,matched,"Behind the cathedral, croseover the Rue de la R??publique to the 15th-century Eglise Saint-Maclou, the richest example of Flam?­boy?­ant Gothic in the country.",Rue de la Republique is itself older than the Eglise Saint-Michel.,travel,neutral,neutral,neutral,124,1,125,0.00032
444,P2_zero_shot_def,matched,yeah i i think my favorite restaurant is always been the one closest  you know the closest as long as it's it meets the minimum criteria you know of good food,My favorite restaurants are always at least a hundred miles away from my house. ,telephone,contradiction,contradiction,contradiction,114,3,117,0.000315
445,P2_zero_shot_def,matched,yeah right uh-huh that's right yeah you you have to work on you really do,Yeah you have to work on that.,telephone,entailment,entailment,entailment,91,3,94,0.0002575
446,P2_zero_shot_def,matched,"For more than a year, Clinton's surrogates have been calling Starr an out-of-control prosecutor.",Even non Clinton supporters think Starr has gone too far.,slate,neutral,neutral,neutral,97,1,98,0.0002525
447,P2_zero_shot_def,matched,yeah maybe the maybe they'll bring their good schools with them  you know if the industry comes,"If the industry comes, they probably bring bad schools with them.",telephone,contradiction,contradiction,contradiction,97,3,100,0.0002725
448,P2_zero_shot_def,matched,"After being diagnosed with cancer, Carrey's Kaufman decides to do a show at Carnegie Hall.",Carrey's Kaufman eventually recovers from the cancer he was diagnosed with.,slate,neutral,neutral,neutral,101,1,102,0.0002625
449,P2_zero_shot_def,matched,"The purpose of the Self-Inspection process was to provide programs a means to verify, by reviewing a sample of cases, that their 1999 CSR data satisfies LSC's standards for accuracy.",Self-inspection process can provide programs the ability to verify their accuracy.,government,entailment,entailment,entailment,118,3,121,0.000325
450,P2_zero_shot_def,matched,they just didn't watch him on TV,They didn't watch him on TV.,telephone,entailment,entailment,entailment,80,3,83,0.00023
451,P2_zero_shot_def,matched,They were inferior.,"Substandard, they were.",slate,entailment,entailment,entailment,75,3,78,0.0002175
452,P2_zero_shot_def,matched,And there was me.,I wasn't present.,fiction,contradiction,contradiction,contradiction,74,3,77,0.000215
453,P2_zero_shot_def,matched,I thought working on Liddy's campaign would be better than working on Bob's.,"Turns out, I was wrong and wished I had worked on Bob's campaign.",slate,neutral,entailment,entailment,98,3,101,0.000275
454,P2_zero_shot_def,matched,"If you need to use the mail, it would be helpful if you sent your comments both in writing and on diskette (in Word or ASCII format).","We don't need more than one copy of your comments, either a diskette or writing will do.",government,contradiction,contradiction,contradiction,116,3,119,0.00032
455,P2_zero_shot_def,matched,We make simulacra out of mandrakes--like the manicurist in the barber shop.,We don't use mandrake in anything. ,fiction,contradiction,contradiction,contradiction,96,3,99,0.00027
456,P2_zero_shot_def,matched,GAO's prior work on best practices covers achieving the first knowledge point.,GAO studies the best practices for knowledge in finance.,government,neutral,neutral,neutral,91,1,92,0.0002375
457,P2_zero_shot_def,matched,Both professors soon realized that creating a new language was not an easy task.,Professors realized it was hard to make a new language based on Swedish.,fiction,neutral,neutral,neutral,95,1,96,0.0002475
458,P2_zero_shot_def,matched,"The Aegean has a short, wet spring when walking, hiking, and mountain biking are extremely enjoyable activities, because the weather is pleasant but not too hot.",Hiking during summer in the Aegean is not recommended because of the risk of overheating.,travel,neutral,neutral,neutral,116,1,117,0.0003
459,P2_zero_shot_def,matched,Chapter 1 provides general background information on emission control technologies.,Chapter 1 shows nothing important ,government,contradiction,contradiction,contradiction,84,3,87,0.00024
460,P2_zero_shot_def,matched,Czesiek had suitable experience in the matter.,The Czesiek had no experience in the matter.,fiction,contradiction,contradiction,contradiction,86,3,89,0.000245
461,P2_zero_shot_def,matched,"Horwitz makes us see that the pinched circumstances of their lives are not so different from the conditions of their ancestors, dirt-poor yeoman farmers who seldom saw, much less owned, a slave.",Their ancestors were poor farmers that never owned a slave and rarely even saw one.,slate,entailment,entailment,entailment,122,3,125,0.000335
462,P2_zero_shot_def,matched,"The sunlight, piercing through the branches, turned the auburn of her hair to quivering gold. ",The auburn of her hair drew many suitors to her.,fiction,neutral,neutral,neutral,99,1,100,0.0002575
